SecondLargestPropertyUseTypeGFA,SecondLargestPropertyUseType,GHGEmissionsIntensity(kgCO2e/ft2),OtherFuelUse(kBtu),GHGEmissions(MetricTonsCO2e),SPD Beats,Seattle Police Department Micro Community Policing Plan Areas,GHGEmissionsIntensity,TotalGHGEmissions,City,State,ENERGYSTARScore,LargestPropertyUseType,LargestPropertyUseTypeGFA,ListOfAllPropertyUseTypes,SourceEUI(kBtu/sf),SteamUse(kBtu),Electricity(kWh),NaturalGas(therms),NaturalGas(kBtu),Electricity(kBtu),SourceEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SiteEnergyUseWN(kBtu),SiteEnergyUse(kBtu),NumberofFloors,NumberofBuildings,DefaultData,OSEBuildingID,PrimaryPropertyType,PropertyGFABuilding(s),Neighborhood,CouncilDistrictCode,ComplianceStatus,PropertyGFAParking,YearBuilt,PropertyGFATotal,BuildingType,DataYear,zip_codes,Longitude,Latitude,parcelTax_number
70067.0,34.0,0.1,0.0,47.01,10.0,56.0,1.175916245916246,120.07988409011996,1.0,1.0,44.0,24.0,103494.0,388.0,204.6,0.0,1976294.0,0.0,0.0,6743395.0,204.6,65.2,65.2,6743116.0,6743116.0,5.0,1.0,0.0,394.0,8.0,106465.0,10.0,7.0,0.0,70067.0,2001.0,176532.0,4.0,2015.0,18390.0,-122.32929694,47.62347121,209000050.0
5853.0,24.0,1.0,0.0,63.32,2.0,4.0,1.175916245916246,120.07988409011996,1.0,1.0,4.0,23.0,49395.0,321.0,161.7,0.0,749957.0,8565.0,856451.0,2558960.0,161.7,61.8,61.8,3415305.0,3415305.0,1.0,1.0,0.0,395.0,13.0,52500.0,0.0,6.0,0.0,0.0,1973.0,52500.0,4.0,2015.0,18386.0,-122.36767478,47.65748867,467000050.0
28299.0,24.0,2.54,0.0,153.73,1.0,4.0,1.175916245916246,120.07988409011996,1.0,1.0,54.0,23.0,29001.0,321.0,152.7,0.0,557600.0,26448.0,2644846.0,1902611.0,169.1,79.4,95.0,5442962.0,4547379.0,2.0,1.0,0.0,396.0,13.0,57300.0,0.0,6.0,0.0,0.0,1959.0,57300.0,4.0,2015.0,18386.0,-122.38549485,47.66611816,467000420.0
26900.0,4.0,0.12,2304567.0,113.5,9.0,5.0,1.175916245916246,120.07988409011996,1.0,1.0,89.0,24.0,305233.0,32.0,157.6,0.0,4771753.0,0.0,0.0,16281897.0,162.4,54.7,51.7,16281221.0,18586464.0,6.0,1.0,0.0,398.0,8.0,350310.0,6.0,7.0,0.0,0.0,1916.0,350310.0,4.0,2015.0,19576.0,-122.3535755,47.61464888,653000250.0
264481.0,34.0,0.26,0.0,569.61,24.0,14.0,1.175916245916246,120.07988409011996,1.0,1.0,94.0,24.0,1021940.0,381.0,134.2,1923581.0,14092650.0,16178.0,1617830.0,48086118.0,142.0,44.7,47.5,54830920.0,51625548.0,55.0,1.0,0.0,399.0,8.0,1115000.0,6.0,7.0,0.0,285000.0,1988.0,1400000.0,4.0,2015.0,18081.0,-122.3361529,47.60722258,1974700120.0
28074.10015345275,50.0,0.2,0.0,47.24,30.0,14.0,1.175916245916246,120.07988409011996,1.0,1.0,45.0,24.0,98370.0,351.0,207.5,0.0,1901522.0,379.0,37893.0,6488262.0,207.7,66.3,66.5,6541579.0,6525887.0,6.0,1.0,0.0,400.0,26.0,72450.0,6.0,7.0,0.0,25920.0,1906.0,98370.0,4.0,2015.0,18081.0,-122.3371001,47.60679898,1974700175.0
28074.10015345275,50.0,4.35,0.0,1391.7,24.0,14.0,1.175916245916246,120.07988409011996,1.0,1.0,61.0,13.0,310000.0,164.0,214.1,14770295.0,4260041.0,28297.0,2829691.0,14535863.0,215.1,103.7,107.2,33231278.0,32135246.0,21.0,1.0,0.0,401.0,5.0,305548.0,6.0,7.0,0.0,0.0,1930.0,305548.0,4.0,2015.0,18081.0,-122.33361053,47.60972214,1975700025.0
377046.0,34.0,0.2,0.0,530.7,24.0,14.0,1.175916245916246,120.07988409011996,1.0,1.0,90.0,24.0,1002403.0,108.0,154.7,0.0,15458670.0,30690.0,3069000.0,52747171.0,163.8,51.2,54.1,58978248.0,55813996.0,46.0,1.0,0.0,402.0,8.0,1023998.0,6.0,7.0,0.0,512608.0,1989.0,1536606.0,4.0,2015.0,18081.0,-122.3345417,47.61047982,1975700080.0
28074.10015345275,50.0,1.27,0.0,191.83,24.0,14.0,1.175916245916246,120.07988409011996,1.0,1.0,86.0,24.0,128477.0,351.0,126.7,2089199.0,1285324.0,0.0,0.0,4385708.0,133.6,50.4,56.1,7206984.0,6474724.0,10.0,1.0,0.0,403.0,8.0,135918.0,6.0,7.0,0.0,0.0,1958.0,135918.0,4.0,2015.0,18081.0,-122.3345291,47.61002482,1975700095.0
29723.0,24.0,0.19,0.0,39.6,24.0,14.0,1.175916245916246,120.07988409011996,1.0,1.0,34.0,48.0,35694.0,409.0,272.7,0.0,1664918.0,0.0,0.0,5680936.0,266.0,86.8,84.7,5542252.0,5680701.0,4.0,1.0,0.0,404.0,21.0,79957.0,6.0,7.0,0.0,0.0,1914.0,79957.0,4.0,2015.0,18081.0,-122.3362264,47.61144362,1975700115.0
53971.0,42.0,0.88,0.0,138.28,24.0,14.0,1.175916245916246,120.07988409011996,1.0,1.0,70.0,24.0,62512.0,337.0,174.8,551052.0,1823222.0,9863.0,986297.0,6221092.0,174.8,63.9,63.9,7758182.0,7758182.0,4.0,1.0,0.0,405.0,8.0,127268.0,6.0,7.0,0.0,0.0,1921.0,127268.0,4.0,2015.0,18081.0,-122.3352453,47.61151197,1975700125.0
80005.0,34.0,0.1,0.0,133.5,24.0,14.0,1.175916245916246,120.07988409011996,1.0,1.0,89.0,24.0,425829.0,388.0,141.2,0.0,5612551.0,0.0,0.0,19150819.0,141.3,45.0,45.0,19166410.0,19150024.0,29.0,1.0,0.0,406.0,8.0,500000.0,6.0,7.0,0.0,0.0,1983.0,500000.0,4.0,2015.0,18081.0,-122.33499146,47.61123657,1975700160.0
12610.0,25.0,0.34,0.0,72.46,24.0,14.0,1.175916245916246,120.07988409011996,1.0,1.0,65.0,24.0,92006.0,385.0,176.6,368153.0,1844500.0,32.0,3152.0,6293695.0,176.7,58.2,58.3,6674030.0,6664740.0,10.0,1.0,0.0,408.0,8.0,132326.0,6.0,7.0,0.0,0.0,1926.0,132326.0,4.0,2015.0,18081.0,-122.33613586,47.6101265,1975700235.0
13200.0,34.0,0.18,0.0,51.98,24.0,14.0,1.175916245916246,120.07988409011996,1.0,1.0,40.0,24.0,83485.0,394.0,264.6,0.0,2185325.0,0.0,0.0,7456638.0,264.6,84.3,84.3,7456330.0,7456330.0,6.0,1.0,0.0,409.0,8.0,96630.0,6.0,7.0,0.0,13200.0,1984.0,109830.0,4.0,2015.0,18081.0,-122.3356898,47.61030844,1975700240.0
28074.10015345275,50.0,3.45,0.0,1231.19,24.0,14.0,1.175916245916246,120.07988409011996,1.0,1.0,8.0,13.0,332067.0,164.0,244.6,11846815.0,5928193.0,33092.0,3309200.0,20227834.0,230.4,106.6,102.0,33881240.0,35383012.0,19.0,1.0,0.0,410.0,5.0,272787.0,6.0,7.0,0.0,59280.0,1973.0,332067.0,4.0,2015.0,18081.0,-122.335888,47.60984368,1975700255.0
32264.0,42.0,1.81,0.0,266.78,24.0,14.0,1.175916245916246,120.07988409011996,1.0,1.0,49.0,24.0,87391.0,405.0,204.4,486182.0,2104392.0,33741.0,3374131.0,7180484.0,206.8,84.6,86.7,11313893.0,11040500.0,10.0,1.0,0.0,411.0,8.0,130513.0,6.0,7.0,0.0,0.0,1910.0,130513.0,4.0,2015.0,18081.0,-122.33682251,47.60985565,1975700305.0
4600.0,42.0,0.13,0.0,20.06,24.0,14.0,1.175916245916246,120.07988409011996,1.0,1.0,35.0,24.0,41758.0,409.0,194.9,0.0,843158.0,0.0,0.0,2876976.0,192.1,62.1,61.2,2835493.0,2876857.0,8.0,1.0,0.0,412.0,26.0,60660.0,6.0,7.0,0.0,0.0,1920.0,60660.0,4.0,2015.0,18081.0,-122.33650208,47.60950851,1975700330.0
28074.10015345275,50.0,1.41,0.0,212.06,24.0,14.0,1.175916245916246,120.07988409011996,1.0,1.0,89.0,24.0,124508.0,351.0,129.1,2367009.0,1234279.0,0.0,0.0,4211535.0,134.6,52.8,59.1,7353598.0,6578370.0,14.0,1.0,0.0,413.0,8.0,137350.0,6.0,7.0,0.0,0.0,1929.0,137350.0,4.0,2015.0,18081.0,-122.33681488,47.60919189,1975700340.0
28074.10015345275,50.0,1.62,0.0,262.31,24.0,14.0,1.175916245916246,120.07988409011996,1.0,1.0,84.0,57.0,77079.36204268293,488.0,121.6,3018242.0,1233278.0,0.0,0.0,4208119.0,130.1,52.2,59.3,8210521.0,7226188.0,15.0,1.0,0.0,414.0,8.0,151039.0,6.0,7.0,0.0,0.0,1929.0,151039.0,4.0,2015.0,18081.0,-122.33631134,47.60930252,1975700345.0
126891.0,34.0,1.41,0.0,1241.23,24.0,14.0,1.175916245916246,120.07988409011996,1.0,1.0,67.0,24.0,643083.0,15.0,222.1,372528.0,12119040.0,174017.0,17401697.0,41351881.0,234.5,88.4,94.0,62832808.0,59124384.0,30.0,1.0,0.0,415.0,8.0,620338.0,6.0,7.0,0.0,134662.0,1985.0,755000.0,4.0,2015.0,18081.0,-122.3376779,47.61046458,1975700390.0
28074.10015345275,50.0,0.94,0.0,72.9,24.0,14.0,1.175916245916246,120.07988409011996,1.0,1.0,57.0,24.0,56747.0,351.0,185.4,0.0,886133.0,9758.0,975823.0,3023613.0,175.8,70.5,67.4,3827042.0,3999310.0,4.0,1.0,0.0,416.0,26.0,63540.0,6.0,7.0,0.0,0.0,1906.0,63540.0,4.0,2015.0,18081.0,-122.3388932,47.60978885,1975700440.0
24315.0,46.0,0.15,0.0,52.46,24.0,14.0,1.175916245916246,120.07988409011996,1.0,1.0,72.0,24.0,90787.0,228.0,194.1,0.0,2205416.0,0.0,0.0,7525192.0,194.1,61.8,61.8,7524880.0,7524880.0,10.0,1.0,1.0,417.0,8.0,130893.0,6.0,7.0,0.0,0.0,1927.0,130893.0,4.0,2015.0,18081.0,-122.33834076,47.60982895,1975700465.0
26640.0,42.0,0.1,0.0,20.37,30.0,14.0,1.175916245916246,120.07988409011996,1.0,1.0,67.9063420380915,24.0,39960.0,385.0,114.8,0.0,856204.0,0.0,0.0,2921489.0,112.7,36.6,35.9,2868748.0,2921368.0,5.0,1.0,0.0,418.0,12.0,79920.0,6.0,7.0,0.0,0.0,1910.0,79920.0,4.0,2015.0,18081.0,-122.3390881,47.60831726,1975700580.0
19182.0,31.0,0.27,0.0,96.79,30.0,14.0,1.175916245916246,120.07988409011996,1.0,1.0,67.9063420380915,48.0,44078.0,136.0,358.3,0.0,4068987.0,0.0,0.0,13883960.0,358.3,114.1,114.1,13883385.0,13883385.0,4.0,1.0,0.0,419.0,12.0,137400.0,6.0,7.0,0.0,0.0,1908.0,137400.0,0.0,2015.0,18081.0,-122.3411538,47.60876917,1976200205.0
40629.0,42.0,0.97,0.0,168.09,24.0,14.0,1.175916245916246,120.07988409011996,1.0,1.0,67.9063420380915,37.0,64821.0,368.0,337.7,0.0,1700347.0,24033.0,2403313.0,5801825.0,337.7,133.6,133.6,8204897.0,8204897.0,6.0,1.0,0.0,420.0,15.0,61423.0,6.0,7.0,0.0,86429.0,1996.0,147852.0,4.0,2015.0,18081.0,-122.3346004,47.61178469,1976700045.0
69947.0,20.0,0.47,0.0,150.52,24.0,14.0,1.175916245916246,120.07988409011996,1.0,1.0,67.9063420380915,37.0,166960.0,237.0,206.2,0.0,1669290.0,20865.0,2086473.0,5695854.0,201.6,79.9,81.5,7935589.0,7782092.0,4.0,1.0,0.0,421.0,15.0,100375.0,6.0,7.0,0.0,166960.0,1996.0,267335.0,4.0,2015.0,18081.0,-122.3341322,47.61197207,1976700055.0
389860.0,34.0,0.19,0.0,496.99,24.0,14.0,1.175916245916246,120.07988409011996,1.0,1.0,97.0,24.0,1314475.0,380.0,108.0,595133.0,13243190.0,25617.0,2561662.0,45187640.0,111.8,35.9,37.1,49973408.0,48342560.0,56.0,1.0,0.0,422.0,8.0,1215718.0,6.0,7.0,0.0,389860.0,1989.0,1605578.0,4.0,2015.0,18081.0,-122.3323936,47.61001362,1976700125.0
36606.0,34.0,0.13,0.0,209.67,24.0,14.0,1.175916245916246,120.07988409011996,1.0,1.0,97.0,24.0,748011.0,380.0,103.6,0.0,7262737.0,6950.0,695016.0,24781487.0,103.6,33.6,33.6,25475474.0,25475474.0,36.0,1.0,0.0,423.0,8.0,794592.0,6.0,7.0,0.0,0.0,1980.0,794592.0,4.0,2015.0,18081.0,-122.33229065,47.60964966,1976700155.0
106466.0,34.0,0.11,0.0,136.6,24.0,14.0,1.175916245916246,120.07988409011996,1.0,1.0,74.0,24.0,342952.0,388.0,179.4,0.0,5742952.0,0.0,0.0,19595766.0,195.1,57.1,62.1,21311882.0,19594950.0,21.0,1.0,0.0,424.0,8.0,363100.0,6.0,7.0,0.0,93204.0,1971.0,456304.0,4.0,2015.0,18081.0,-122.3320105,47.6090932,1976700185.0
11844.0,34.0,0.13,0.0,38.65,30.0,14.0,1.175916245916246,120.07988409011996,1.0,1.0,74.0,24.0,104788.0,393.0,165.3,0.0,1624729.0,0.0,0.0,5543805.0,165.3,52.6,52.6,5543575.0,5543575.0,12.0,1.0,0.0,425.0,8.0,100717.0,6.0,7.0,0.0,15140.0,1986.0,115857.0,4.0,2015.0,18081.0,-122.3408168,47.61022844,1977200020.0
1672.0,25.0,0.12,0.0,27.37,9.0,5.0,1.175916245916246,120.07988409011996,1.0,1.0,82.0,24.0,70090.0,352.0,171.8,0.0,1150588.0,0.0,0.0,3925969.0,171.8,54.7,54.7,3925806.0,3925806.0,4.0,1.0,0.0,426.0,26.0,70000.0,6.0,7.0,0.0,17500.0,1999.0,87500.0,4.0,2015.0,19576.0,-122.3477109,47.61123119,1977200135.0
10543.0,17.0,0.09,0.0,83.13,9.0,5.0,1.175916245916246,120.07988409011996,1.0,1.0,77.0,24.0,182255.0,193.0,194.2,0.0,3494998.0,0.0,0.0,11925428.0,211.1,61.9,67.2,12963244.0,11924933.0,11.0,1.0,0.0,427.0,8.0,189629.0,6.0,7.0,0.0,184776.0,1998.0,374405.0,4.0,2015.0,19576.0,-122.3475713,47.61160526,1977200187.0
28074.10015345275,50.0,0.2,0.0,102.72,9.0,5.0,1.175916245916246,120.07988409011996,1.0,1.0,67.9063420380915,25.0,146689.0,416.0,315.4,0.0,4318588.0,0.0,0.0,14735634.0,315.4,100.5,100.5,14735023.0,14735023.0,12.0,1.0,0.0,428.0,15.0,155500.0,6.0,7.0,0.0,38000.0,1985.0,193500.0,4.0,2015.0,19576.0,-122.34370306,47.61204042,1977200740.0
7500.0,42.0,2.19,0.0,233.43,30.0,5.0,1.175916245916246,120.07988409011996,1.0,1.0,97.0,24.0,93879.0,409.0,90.5,2859255.0,535197.0,0.0,0.0,1826167.0,101.0,46.2,54.9,5569582.0,4685346.0,11.0,1.0,0.0,429.0,8.0,102846.0,6.0,7.0,0.0,0.0,1923.0,102846.0,4.0,2015.0,18081.0,-122.342117,47.611129,1977200920.0
12960.0,41.0,0.84,0.0,52.67,31.0,56.0,1.175916245916246,120.07988409011996,1.0,1.0,77.0,24.0,38880.0,404.0,135.4,0.0,583728.0,7303.0,730272.0,1991764.0,140.0,52.5,56.9,2947197.0,2721954.0,4.0,1.0,0.0,430.0,26.0,52800.0,6.0,7.0,0.0,0.0,1925.0,52800.0,4.0,2015.0,19576.0,-122.3405801,47.61302608,1977201245.0
145594.0,24.0,1.22,0.0,404.51,31.0,56.0,1.175916245916246,120.07988409011996,1.0,1.0,67.9063420380915,37.0,155000.0,67.0,254.9,3386539.0,6016473.0,0.0,0.0,20529058.0,260.0,89.0,93.2,25042638.0,23914744.0,10.0,1.0,0.0,432.0,12.0,258497.0,6.0,7.0,0.0,0.0,1913.0,258497.0,0.0,2015.0,18081.0,-122.339447,47.612129,1977201315.0
345702.0,25.0,0.06,0.0,123.96,31.0,14.0,1.175916245916246,120.07988409011996,1.0,1.0,97.0,48.0,889981.0,447.0,42.0,0.0,4827938.0,1717.0,171741.0,16473608.0,42.0,13.5,13.5,16644664.0,16644664.0,8.0,1.0,0.0,433.0,21.0,861702.0,6.0,7.0,0.0,0.0,1929.0,861702.0,4.0,2015.0,18081.0,-122.3386049,47.61148031,1977201320.0
28074.10015345275,50.0,0.82,0.0,248.15,12.0,19.0,1.175916245916246,120.07988409011996,1.0,1.0,67.9063420380915,25.0,206950.0,416.0,283.2,1583463.0,5293529.0,2.0,222.0,18062271.0,273.7,94.9,93.3,19308104.0,19645206.0,5.0,1.0,0.0,434.0,15.0,109550.0,8.0,7.0,0.0,97400.0,1999.0,206950.0,4.0,2015.0,18081.0,-122.3292516,47.60999671,1978200010.0
686750.0,34.0,1.1,0.0,1793.9,31.0,14.0,1.175916245916246,120.07988409011996,1.0,1.0,67.9063420380915,4.0,1072000.0,39.0,192.5,16811018.0,17208710.0,16374.0,1637420.0,58718556.0,191.3,72.0,73.7,79041984.0,77164568.0,6.0,1.0,0.0,435.0,15.0,1400000.0,6.0,7.0,0.0,0.0,1990.0,1400000.0,4.0,2015.0,18081.0,-122.3316006,47.61158623,1978200105.0
28074.10015345275,50.0,2.58,0.0,132.66,12.0,19.0,1.175916245916246,120.07988409011996,1.0,1.0,67.9063420380915,54.0,46710.0,485.0,225.2,1466837.0,817258.0,0.0,0.0,2788601.0,234.1,91.1,98.5,4601253.0,4255322.0,9.0,1.0,0.0,436.0,15.0,46710.0,8.0,3.0,0.0,0.0,1988.0,46710.0,4.0,2015.0,18081.0,-122.3284162,47.6104434,1978200280.0
104000.0,34.0,0.67,0.0,229.84,12.0,19.0,1.175916245916246,120.07988409011996,1.0,1.0,65.0,19.0,162000.0,232.0,250.4,796291.0,3542055.0,15840.0,1584017.0,12085993.0,251.8,89.3,90.6,14681288.0,14465798.0,3.0,1.0,0.0,437.0,10.0,162000.0,8.0,3.0,0.0,104000.0,1945.0,266000.0,4.0,2015.0,18081.0,-122.3284162,47.6104434,1978200280.0
270383.0,34.0,0.07,0.0,131.35,12.0,19.0,1.175916245916246,120.07988409011996,1.0,1.0,68.0,19.0,270384.0,232.0,218.8,0.0,5522024.0,0.0,0.0,18841928.0,218.8,69.7,69.7,18841144.0,18841144.0,14.0,1.0,0.0,438.0,10.0,282363.0,8.0,3.0,0.0,407795.0,1992.0,690158.0,4.0,2015.0,18379.0,-122.3242569,47.60921478,1978200625.0
28074.10015345275,50.0,0.62,0.0,474.54,40.0,56.0,1.175916245916246,120.07988409011996,1.0,1.0,100.0,57.0,77079.36204268293,488.0,911.9,0.0,16363840.0,16061.0,1606119.0,55835740.0,911.9,295.9,295.9,57439532.0,57439532.0,6.0,1.0,0.0,439.0,12.0,200783.0,10.0,7.0,0.0,177660.0,2001.0,378443.0,4.0,2015.0,18390.0,-122.3481439,47.61932082,1991200150.0
54385.0,7.0,1.1,0.0,599.2,40.0,56.0,1.175916245916246,120.07988409011996,1.0,1.0,100.0,37.0,104922.0,46.0,2511.1,0.0,24863430.0,1467.0,146727.0,84837545.0,2511.0,800.6,800.6,84976880.0,84980760.0,6.0,1.0,0.0,440.0,12.0,108912.0,10.0,7.0,0.0,104922.0,2001.0,213834.0,4.0,2015.0,18390.0,-122.3485738,47.61892137,1991200170.0
28074.10015345275,50.0,2.05,0.0,250.25,40.0,56.0,1.175916245916246,120.07988409011996,1.0,1.0,27.0,13.0,20000.0,164.0,213.6,0.0,1790218.0,39101.0,3910096.0,6108477.0,227.6,91.9,96.3,10503717.0,10018321.0,5.0,1.0,0.0,441.0,5.0,79608.0,10.0,7.0,0.0,29409.0,1979.0,109017.0,4.0,2015.0,18390.0,-122.3459128,47.62040582,1991200540.0
47539.0,34.0,0.23,0.0,116.84,7.0,56.0,1.175916245916246,120.07988409011996,1.0,1.0,59.0,24.0,138672.0,62.0,332.3,0.0,4912139.0,0.0,0.0,16760914.0,326.4,105.8,104.0,16463978.0,16760217.0,4.0,1.0,0.0,442.0,8.0,155934.0,10.0,7.0,0.0,37854.0,1947.0,193788.0,4.0,2015.0,18390.0,-122.3430502,47.6214758,1991200870.0
44745.0,34.0,0.19,0.0,134.86,40.0,50.0,1.175916245916246,120.07988409011996,1.0,1.0,67.0,24.0,231163.0,388.0,262.8,0.0,5669631.0,0.0,0.0,19345584.0,256.6,83.7,81.7,18890476.0,19344782.0,5.0,1.0,0.0,443.0,8.0,237282.0,11.0,7.0,0.0,38452.0,1981.0,275734.0,4.0,2015.0,19575.0,-122.3612421,47.62168398,1992200170.0
28074.10015345275,50.0,0.04,0.0,13.33,36.0,22.0,1.175916245916246,120.07988409011996,1.0,1.0,61.0,23.0,123061.0,320.0,48.8,0.0,560577.0,0.0,0.0,1912769.0,48.8,15.5,15.5,1912690.0,1912690.0,1.0,1.0,0.0,444.0,13.0,123061.0,9.0,2.0,0.0,0.0,2001.0,123061.0,4.0,2015.0,18388.0,-122.32500458,47.56077194,2024049016.0
18818.0,24.0,2.2,0.0,132.56,37.0,22.0,1.175916245916246,120.07988409011996,1.0,1.0,36.0,7.0,40272.0,78.0,76.0,0.0,182708.0,24142.0,2414170.0,623427.0,90.6,51.4,64.9,3837262.0,3037572.0,1.0,1.0,0.0,446.0,2.0,59090.0,9.0,2.0,0.0,0.0,1963.0,59090.0,4.0,2015.0,18388.0,-122.3253303,47.54865557,2024049060.0
28074.10015345275,50.0,0.03,0.0,9.47,37.0,22.0,1.175916245916246,120.07988409011996,1.0,1.0,74.0,23.0,106001.0,320.0,40.2,0.0,398014.0,0.0,0.0,1358078.0,40.2,12.8,12.8,1358022.0,1358022.0,1.0,1.0,0.0,447.0,13.0,106000.0,9.0,2.0,0.0,0.0,1963.0,106000.0,4.0,2015.0,18388.0,-122.3239962,47.5468909,2024049061.0
32821.0,34.0,0.88,0.0,189.88,10.0,17.0,1.175916245916246,120.07988409011996,1.0,1.0,25.0,24.0,125779.0,195.0,335.2,0.0,4403680.0,16030.0,1603016.0,15025980.0,337.5,114.1,116.3,16948562.0,16628372.0,3.0,1.0,0.0,449.0,8.0,100082.0,10.0,4.0,0.0,42282.0,1962.0,142364.0,4.0,2015.0,18376.0,-122.3263524,47.633493,2107700210.0
28074.10015345275,50.0,0.02,0.0,4.49,37.0,22.0,1.175916245916246,120.07988409011996,1.0,1.0,98.0,7.0,118733.0,71.0,16.5,0.0,182071.0,30.0,2953.0,621252.0,16.5,5.3,5.3,624180.0,624180.0,1.0,1.0,0.0,451.0,2.0,119661.0,9.0,2.0,0.0,0.0,1960.0,119661.0,4.0,2015.0,18388.0,-122.3241408,47.53766891,2136200695.0
28074.10015345275,50.0,0.09,0.0,33.76,10.0,56.0,1.175916245916246,120.07988409011996,1.0,1.0,74.0,24.0,82098.0,351.0,185.2,0.0,1419376.0,0.0,0.0,4843112.0,189.0,59.0,60.2,4940376.0,4842910.0,7.0,1.0,0.0,452.0,8.0,94472.0,10.0,3.0,0.0,44728.0,2001.0,139200.0,4.0,2015.0,18390.0,-122.32804871,47.62973404,2163901080.0
28074.10015345275,50.0,0.09,0.0,21.38,7.0,50.0,1.175916245916246,120.07988409011996,1.0,1.0,95.0,57.0,77079.36204268293,388.0,100.6,0.0,898660.0,0.0,0.0,3066355.0,104.3,32.0,33.2,3180097.0,3066228.0,6.0,1.0,1.0,453.0,26.0,61800.0,11.0,7.0,0.0,33921.0,1984.0,95721.0,4.0,2015.0,18390.0,-122.3428953,47.62563138,2249000245.0
0.0,34.0,0.08,0.0,44.54,7.0,50.0,1.175916245916246,120.07988409011996,1.0,1.0,76.0,24.0,105563.0,388.0,190.0,0.0,1872292.0,0.0,0.0,6388525.0,190.0,60.5,60.5,6388260.0,6388260.0,5.0,1.0,0.0,456.0,8.0,98055.0,11.0,7.0,0.0,115228.0,1996.0,213283.0,4.0,2015.0,18390.0,-122.3419415,47.62912762,2249500490.0
28074.10015345275,50.0,3.72,0.0,421.92,3.0,61.0,1.175916245916246,120.07988409011996,1.0,1.0,1.0,24.0,63199.0,351.0,535.6,0.0,2489958.0,68290.0,6829040.0,8496089.0,535.2,242.5,252.4,15950390.0,15324777.0,3.0,1.0,0.0,457.0,8.0,56041.0,10.0,4.0,0.0,47656.0,2001.0,103697.0,4.0,2015.0,18377.0,-122.3392645,47.6477973,2264501110.0
0.0,34.0,0.16,0.0,30.87,28.0,46.0,1.175916245916246,120.07988409011996,1.0,1.0,68.0,24.0,71751.0,388.0,193.8,0.0,1297936.0,0.0,0.0,4428741.0,218.3,61.7,69.5,4987947.0,4428557.0,5.0,1.0,0.0,458.0,26.0,74880.0,12.0,5.0,0.0,0.0,1974.0,74880.0,4.0,2015.0,18792.0,-122.3272232,47.7007902,2434900010.0
0.0,34.0,0.18,0.0,42.23,28.0,46.0,1.175916245916246,120.07988409011996,1.0,1.0,52.0,24.0,85339.0,388.0,222.9,0.0,1775420.0,0.0,0.0,6057984.0,238.4,71.0,75.9,6480521.0,6057734.0,6.0,1.0,0.0,459.0,26.0,88774.0,12.0,5.0,0.0,0.0,1979.0,88774.0,4.0,2015.0,18792.0,-122.326753,47.70006313,2434900020.0
30177.0,0.0,0.13,0.0,41.98,28.0,46.0,1.175916245916246,120.07988409011996,1.0,1.0,91.0,24.0,91281.0,1.0,148.4,0.0,1764963.0,0.0,0.0,6022304.0,148.4,47.3,47.3,6022054.0,6022054.0,5.0,1.0,0.0,460.0,8.0,122250.0,12.0,5.0,0.0,0.0,1983.0,122250.0,4.0,2015.0,18792.0,-122.3268871,47.69917313,2434900030.0
0.0,34.0,0.24,0.0,33.77,28.0,46.0,1.175916245916246,120.07988409011996,1.0,1.0,18.0,24.0,53730.0,388.0,283.1,0.0,1419560.0,0.0,0.0,4843740.0,283.1,90.1,90.1,4843538.0,4843538.0,4.0,1.0,0.0,461.0,26.0,53730.0,12.0,5.0,0.0,0.0,1979.0,53730.0,4.0,2015.0,18792.0,-122.3249321,47.70057856,2434900100.0
28074.10015345275,50.0,1.38,0.0,88.5,49.0,45.0,1.175916245916246,120.07988409011996,1.0,1.0,57.0,24.0,55593.0,351.0,182.7,0.0,820951.0,12987.0,1298721.0,2801202.0,189.5,73.7,80.2,4458534.0,4099807.0,3.0,1.0,0.0,462.0,26.0,55593.0,4.0,1.0,0.0,0.0,1960.0,55593.0,4.0,2015.0,18385.0,-122.364164,47.56710229,2444600005.0
59137.0,34.0,0.09,0.0,32.52,10.0,56.0,1.175916245916246,120.07988409011996,1.0,1.0,55.0,24.0,72066.0,388.0,203.2,0.0,1367057.0,0.0,0.0,4664592.0,213.5,64.7,68.0,4899125.0,4664399.0,4.0,1.0,0.0,463.0,8.0,73096.0,10.0,7.0,0.0,60960.0,1982.0,134056.0,4.0,2015.0,18390.0,-122.3320697,47.62278141,2467400315.0
28074.10015345275,50.0,2.54,0.0,474.59,36.0,22.0,1.175916245916246,120.07988409011996,1.0,1.0,23.0,48.0,158415.0,478.0,374.0,0.0,4867733.0,67559.0,6755932.0,16609394.0,385.8,147.5,158.8,25148774.0,23364636.0,1.0,1.0,0.0,464.0,21.0,158415.0,9.0,2.0,0.0,0.0,2005.0,158415.0,4.0,2015.0,19584.0,-122.3303087,47.56538887,2617650020.0
88350.0,7.0,0.49,0.0,351.03,10.0,56.0,1.175916245916246,120.07988409011996,1.0,1.0,67.9063420380915,24.0,155985.0,63.0,559.1,0.0,14335640.0,1890.0,188964.0,48915234.0,559.1,178.5,178.5,49102164.0,49102164.0,8.0,1.0,0.0,465.0,8.0,287819.0,10.0,7.0,0.0,0.0,1929.0,287819.0,4.0,2015.0,18390.0,-122.3364401,47.61898067,2693100010.0
